ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,TotalChildren,TotalSpend,TotalPurchases,TotalCampaignsAccepted,Tenure_Days,Income_Per_Person,Spend_to_Income_Ratio,IsParent,AvgPurchaseValue
274,1973,Graduation,Single,34853.0,1,1,75,9,3,15,2,3,2,2,2,0,3,6,0,0,0,0,0,0,0,51,2,34,5,0,3827,11617.666666666666,0.000975497790784415,1,5.666666666666667
3388,1967,Graduation,Divorced,70844.0,1,1,16,129,26,67,3,67,2,5,6,1,5,7,0,0,0,0,0,0,0,57,2,294,12,0,3881,23614.666666666668,0.00414990472157527,1,22.615384615384617
922,1979,2n Cycle,Married,31086.0,1,1,79,16,2,11,3,0,16,2,1,1,2,8,1,0,0,0,0,0,0,45,2,48,4,1,4060,10362.0,0.0015440537845401614,1,9.6
8588,1961,Graduation,Married,60544.0,1,1,92,201,2,43,3,5,35,4,5,1,5,6,0,0,0,0,0,0,0,63,2,289,11,0,4312,20181.333333333332,0.004773309108927244,1,24.083333333333332
2518,1986,2n Cycle,Together,20491.0,0,0,16,5,4,5,4,2,10,1,0,1,2,7,0,0,0,0,0,0,0,38,0,30,3,0,4159,20491.0,0.001463985945734921,0,7.5
574,1964,Graduation,Married,42523.0,0,0,96,14,36,11,3,26,35,1,1,1,4,2,0,0,0,0,0,0,0,60,0,125,6,0,3706,42523.0,0.0029395165083247105,0,17.857142857142858
3220,1983,Graduation,Married,39922.0,1,0,30,29,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,0,0,41,1,156,7,0,4139,19961.0,0.0039075219798111365,1,19.5
5967,1952,Graduation,Together,33402.0,1,1,60,26,2,19,10,5,8,3,2,1,3,8,0,0,0,0,0,0,0,72,2,70,6,0,3985,11134.0,0.0020956201538783943,1,10.0
1183,1949,Master,Married,36408.0,1,1,11,9,1,4,3,2,3,1,1,0,2,6,0,0,0,0,0,0,0,75,2,22,3,0,3920,12136.0,0.0006042462028619297,1,5.5
6856,1979,Graduation,Together,21645.0,1,0,75,14,0,23,4,5,19,3,3,0,3,9,0,0,0,0,0,0,1,45,1,65,6,0,4303,10822.5,0.0030028642705349716,1,9.285714285714286
4530,1948,Master,Widow,78427.0,0,0,36,972,19,595,180,26,138,3,3,7,10,3,0,0,0,1,0,0,1,76,0,1930,20,1,4252,78427.0,0.024608558168001223,0,91.9047619047619
1553,1946,Graduation,Together,82657.0,0,0,71,966,168,672,246,105,126,1,7,5,10,4,0,1,0,1,0,0,0,78,0,2283,22,2,3914,82657.0,0.02761983111132619,0,99.26086956521739
4682,1958,Graduation,Married,51876.0,0,0,88,99,27,102,28,48,6,1,2,2,8,1,0,0,0,0,0,0,0,66,0,310,12,0,3896,51876.0,0.005975673227056306,0,23.846153846153847
8204,1971,2n Cycle,Married,78041.0,0,0,93,482,35,553,72,160,17,1,4,4,9,2,0,0,0,0,0,0,0,53,0,1319,17,0,4199,78041.0,0.016901155787909076,0,73.27777777777777
5221,1957,Graduation,Married,52852.0,0,1,93,714,8,99,11,0,47,4,10,7,5,8,1,0,0,0,0,0,0,67,1,879,22,1,4214,26426.0,0.016631033243146083,1,38.21739130434783
1232,1982,PhD,Together,70038.0,0,0,54,587,54,348,71,54,130,1,4,4,8,2,0,0,0,0,0,0,0,42,0,1244,16,0,3886,70038.0,0.01776153286026357,0,73.17647058823529
1927,1973,2n Cycle,Together,69401.0,0,1,41,399,27,159,58,8,39,4,4,4,5,2,0,0,0,0,0,0,0,51,1,690,13,0,3737,34700.5,0.009942076597216219,1,49.285714285714285
5788,1972,Graduation,Together,46053.0,1,0,46,56,10,92,19,7,25,3,3,2,4,5,0,0,0,0,0,0,0,52,1,209,9,0,4136,23026.5,0.0045381508663742565,1,20.9
6652,1965,Graduation,Married,77343.0,0,0,28,227,151,573,98,54,31,1,3,4,9,1,0,0,0,0,0,0,0,59,0,1134,16,0,3659,77343.0,0.01466177079023583,0,66.70588235294117
6246,1953,Graduation,Single,73892.0,0,0,40,703,102,601,0,58,43,1,3,11,8,1,0,0,0,0,0,0,1,71,0,1507,22,0,3867,73892.0,0.020394353998348963,0,65.52173913043478
5975,1967,PhD,Single,40304.0,1,0,82,37,0,17,0,0,3,1,2,0,3,7,0,0,0,0,0,0,0,57,1,57,5,0,3911,20152.0,0.0014142165984369186,1,9.5
6875,1965,PhD,Together,32727.0,0,0,38,167,13,180,86,13,70,2,7,3,5,8,0,0,0,0,0,0,0,59,0,529,15,0,4309,32727.0,0.016163529699340016,0,33.0625
4399,1969,Graduation,Together,68695.0,0,0,3,458,81,356,106,50,40,1,4,4,7,2,0,0,0,0,0,0,0,55,0,1091,15,0,3643,68695.0,0.015881565156632117,0,68.1875
4042,1971,Graduation,Divorced,43300.0,0,1,87,91,3,52,2,1,31,3,4,0,4,8,0,0,0,0,0,0,1,53,1,180,8,0,4263,21650.0,0.00415694787649246,1,20.0
2157,1972,Graduation,Together,26290.0,1,1,49,15,8,16,11,5,22,4,2,0,4,6,0,0,0,0,0,0,0,52,2,77,6,0,4172,8763.333333333334,0.0029287588908752044,1,11.0
10133,1970,Graduation,Single,93790.0,0,0,16,1302,68,731,89,114,45,0,6,7,12,2,0,1,1,1,0,0,1,54,0,2349,25,3,3776,93790.0,0.025045046966126815,0,90.34615384615384
2525,1974,PhD,Married,38410.0,0,0,65,153,64,123,116,64,14,2,5,2,9,6,0,0,0,0,0,0,1,50,0,534,16,0,4292,38410.0,0.013902267579599593,0,31.41176470588235
8233,1950,Master,Widow,64866.0,0,1,9,508,5,21,7,5,10,4,7,3,7,5,0,1,0,0,0,0,0,74,1,556,17,1,3793,32433.0,0.008571384525259377,1,30.88888888888889
9483,1959,Graduation,Together,57957.0,0,1,24,290,59,177,77,5,29,7,4,6,8,3,0,0,0,0,0,1,0,65,1,637,18,0,3953,28978.5,0.010990717416059906,1,33.526315789473685
2945,1955,PhD,Together,46015.0,1,1,25,38,0,2,0,0,6,1,1,0,3,7,1,0,0,0,1,0,0,69,2,46,4,2,3716,15338.333333333334,0.000999652294853964,1,9.2
10403,1978,Graduation,Together,16531.0,1,0,43,2,13,6,7,5,11,3,3,0,3,7,0,0,0,0,0,0,0,46,1,44,6,0,3650,8265.5,0.0026615049600774254,1,6.285714285714286
5074,1986,Master,Married,28072.0,1,0,10,30,0,10,2,0,5,1,1,0,3,7,0,0,0,0,0,0,0,38,1,47,4,0,3995,14036.0,0.00167420653296762,1,9.4
10524,1963,Master,Divorced,49476.0,0,1,29,386,23,95,54,41,196,4,2,11,5,2,0,0,0,0,0,0,0,61,1,795,18,0,4013,24738.0,0.016068072033470097,1,41.8421052631579
4690,1953,Graduation,Married,50725.0,0,1,45,443,10,75,0,10,48,4,8,1,8,8,0,0,0,0,0,0,0,71,1,586,17,0,4140,25362.5,0.011552261167842921,1,32.55555555555556
7521,1952,Graduation,Together,83844.0,0,0,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,0,72,0,1574,19,1,4052,83844.0,0.01877273540461566,0,78.7
7196,1950,PhD,Married,41145.0,1,1,20,9,0,3,0,0,1,1,0,0,3,3,0,0,0,0,0,0,0,74,2,13,3,0,3780,13715.0,0.0003159480872988869,1,3.25
4406,1970,Graduation,Together,67419.0,0,1,29,846,84,352,91,56,42,4,9,4,8,5,0,0,0,0,0,0,0,54,1,1471,21,0,4168,33709.5,0.021818451498071788,1,66.86363636363636
9672,1970,2n Cycle,Married,23162.0,1,1,82,8,3,9,19,4,22,3,1,1,3,6,0,0,0,0,0,0,0,54,2,65,5,0,3829,7720.666666666667,0.002806199542373613,1,10.833333333333334
4864,1977,Graduation,Married,34380.0,1,0,68,72,7,58,13,1,24,4,4,1,3,8,0,0,0,0,0,0,0,47,1,175,8,0,4062,17190.0,0.005090020650940927,1,19.444444444444443
4706,1966,Graduation,Single,34704.0,0,1,65,29,0,5,0,1,5,1,1,0,3,5,0,0,0,0,0,0,0,58,1,40,4,0,4067,17352.0,0.0011525716755510734,1,8.0
4070,1969,PhD,Married,94871.0,0,2,99,169,24,553,188,0,144,1,8,5,4,7,0,1,1,0,0,0,1,55,2,1078,17,2,4305,31623.666666666668,0.01136267813474998,1,59.888888888888886
25,1958,Graduation,Married,65148.0,0,1,9,460,35,422,33,12,153,2,6,6,7,4,0,0,0,0,0,0,0,66,1,1115,19,0,4229,32574.0,0.017114614192082763,1,55.75
3697,1954,Graduation,Together,39898.0,0,1,20,69,8,26,12,7,12,2,3,0,4,7,0,0,0,0,0,0,0,70,1,134,7,0,4141,19949.0,0.0033584801624100854,1,16.75
217,1956,Master,Single,64857.0,0,0,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,0,68,0,1540,22,0,4222,64857.0,0.023744179592340188,0,66.95652173913044
4220,1970,PhD,Married,59892.0,0,1,26,73,0,13,0,1,0,1,2,1,3,3,0,0,0,0,0,0,0,54,1,87,6,0,3878,29946.0,0.0014525904529744712,1,12.428571428571429
5286,1987,Master,Single,41020.0,0,0,68,112,1,54,7,7,36,1,3,2,4,3,0,0,0,0,0,0,0,37,0,217,9,0,3883,41020.0,0.00528997342824407,0,21.7
9559,1961,PhD,Married,57072.0,0,1,79,944,0,60,0,0,30,2,7,5,13,5,1,0,0,0,0,0,0,63,1,1034,25,1,3795,28536.0,0.018117148213691238,1,39.76923076923077
2849,1979,Graduation,Single,60474.0,0,1,25,265,199,303,234,9,170,7,10,2,12,7,0,0,0,0,0,0,0,45,1,1180,24,0,4093,30237.0,0.01951219512195122,1,47.2
7787,1960,Graduation,Together,62807.0,0,1,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,0,64,1,819,20,0,4306,31403.5,0.01303974016048911,1,39.0
3102,1981,2n Cycle,Together,19414.0,1,0,32,2,3,12,3,5,7,1,1,0,3,8,0,0,0,0,0,0,0,43,1,32,4,0,3895,9707.0,0.0016482101467937163,1,6.4
5868,1980,Graduation,Married,19107.0,1,0,49,2,4,9,10,5,16,2,1,0,3,7,0,0,0,0,0,0,0,44,1,46,4,0,3950,9553.5,0.0024073686414067407,1,9.2
8370,1976,2n Cycle,Together,75484.0,0,1,50,378,97,259,197,194,34,2,7,3,6,4,0,0,0,0,0,0,0,48,1,1159,16,0,4335,37742.0,0.015354043849771478,1,68.17647058823529
9988,1976,Master,Single,70379.0,0,1,84,553,25,142,65,67,8,3,6,3,13,4,0,0,0,0,0,0,0,48,1,860,22,0,4122,35189.5,0.012219380505825519,1,37.391304347826086
2939,1970,Master,Together,79419.0,0,0,96,751,127,687,20,15,31,1,4,6,4,2,0,0,0,0,0,0,0,54,0,1631,14,0,3646,79419.0,0.020536388818937296,0,108.73333333333333
5529,1946,PhD,Together,64014.0,2,1,56,406,0,30,0,0,8,7,8,2,5,7,0,0,0,1,0,0,0,78,3,444,15,1,3658,16003.5,0.00693587440443646,1,27.75
9743,1955,Graduation,Married,76998.0,0,1,85,1449,89,161,69,35,107,2,11,8,8,6,0,0,1,0,0,0,0,69,1,1910,27,1,4173,38499.0,0.024805516954765645,1,68.21428571428571
5763,1972,Master,Together,49854.0,1,0,63,123,17,171,39,0,30,5,6,2,5,6,0,0,0,0,0,0,0,52,1,380,13,0,3870,24927.0,0.007622104101895497,1,27.142857142857142
3478,1971,PhD,Married,60585.0,1,1,17,267,42,309,55,42,21,10,7,4,9,5,0,0,0,0,0,0,1,53,2,736,20,0,4009,20195.0,0.012148020994949328,1,35.04761904761905
7494,1950,PhD,Divorced,42873.0,1,1,11,209,0,40,3,2,15,4,6,1,4,8,0,0,0,0,0,0,0,74,2,269,11,0,4163,14291.0,0.006274198815132715,1,22.416666666666668
1763,1988,Graduation,Together,87679.0,0,0,62,1259,172,815,97,148,33,1,7,11,10,4,1,0,1,1,0,0,1,36,0,2524,28,3,3976,87679.0,0.028786496350364964,0,87.03448275862068
7250,1978,Graduation,Together,57867.0,1,0,48,344,35,178,15,23,17,7,7,2,9,6,0,0,0,0,0,0,0,46,1,612,18,0,3910,28933.5,0.010575793184488837,1,32.21052631578947
2005,1990,Graduation,Married,35765.0,1,0,86,22,3,30,0,5,15,2,2,0,4,6,0,0,0,0,0,0,0,34,1,75,6,0,3839,17882.5,0.002096963596711961,1,10.714285714285714
10770,1959,Graduation,Married,65492.0,0,0,73,247,161,295,210,85,47,2,4,7,13,2,0,0,0,0,0,0,0,65,0,1045,24,0,3793,65492.0,0.015955903684363216,0,41.8
6885,1977,Graduation,Divorced,32952.0,1,0,36,38,0,12,3,1,1,1,2,0,3,7,0,0,0,0,0,0,0,47,1,55,5,0,3849,16476.0,0.00166904378963979,1,9.166666666666666
2072,1969,PhD,Together,53374.0,0,1,34,896,10,101,13,10,34,6,4,2,9,9,1,0,0,0,0,0,1,55,1,1064,15,1,4321,26687.0,0.019934426229508195,1,66.5
9463,1959,Graduation,Together,71706.0,0,1,16,931,56,253,91,98,14,4,9,5,7,5,0,0,0,0,0,0,0,65,1,1443,21,0,4232,35853.0,0.020123558369475783,1,65.5909090909091
6318,1988,Graduation,Married,68487.0,0,0,48,758,12,385,33,89,89,1,9,7,13,4,0,0,0,0,0,0,0,36,0,1366,29,0,4171,68487.0,0.019945099871510337,0,45.53333333333333
4093,1975,Master,Together,53253.0,1,1,61,216,9,57,20,9,125,7,4,3,5,5,0,0,0,0,0,0,0,49,2,436,12,0,4142,17751.0,0.008187178427911519,1,33.53846153846154
5751,1973,2n Cycle,Divorced,31163.0,1,0,54,2,3,10,11,2,10,1,1,0,3,6,0,0,0,0,0,0,0,51,1,38,4,0,3775,15581.5,0.00121935566679502,1,7.6
3340,1977,Graduation,Married,42014.0,1,0,56,244,15,108,4,15,50,6,7,1,6,8,0,0,0,0,0,0,1,47,1,436,14,0,4320,21007.0,0.010377246221587528,1,29.066666666666666
3594,1973,Master,Married,54108.0,1,1,74,539,6,91,8,6,97,13,8,2,9,8,0,0,0,0,0,0,0,51,2,747,19,0,4240,18036.0,0.013805466743055684,1,37.35
3584,1955,PhD,Single,49667.0,0,0,35,1181,26,120,17,13,39,2,5,10,5,8,1,0,0,0,0,0,1,69,0,1396,20,1,4317,49667.0,0.02810662800998631,0,66.47619047619048
3643,1974,Master,Married,63206.0,0,0,65,750,8,125,11,8,26,1,4,3,6,2,0,0,1,0,0,0,0,50,0,928,13,1,3740,63206.0,0.014681918141977945,0,66.28571428571429
851,1972,Master,Married,57136.0,1,1,48,306,5,109,21,109,92,9,5,2,10,6,0,0,0,0,0,0,0,52,2,642,17,0,3994,19045.333333333332,0.011236151705549818,1,35.666666666666664
7706,1975,2n Cycle,Together,46772.0,0,1,88,350,104,189,197,151,57,6,11,8,5,8,1,0,0,0,0,0,0,49,1,1048,24,1,4238,23386.0,0.022406088982960256,1,41.92
3967,1971,PhD,Married,78931.0,0,0,19,331,197,170,58,152,35,1,2,8,13,1,0,0,0,0,0,0,0,53,0,943,23,0,3886,78931.0,0.011946992347843714,0,39.291666666666664
10128,1958,Graduation,Together,53977.0,0,1,21,620,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,0,0,66,1,907,22,0,4025,26988.5,0.016803142020823298,1,39.43478260869565
486,1988,Graduation,Married,84219.0,0,0,27,434,137,400,45,137,45,1,3,4,10,1,0,0,0,0,0,0,0,36,0,1198,17,0,3786,84219.0,0.014224649726905724,0,66.55555555555556
9,1975,Master,Single,46098.0,1,1,86,57,0,27,0,0,36,4,3,2,2,8,0,0,0,0,0,0,0,49,2,120,7,0,4319,15366.0,0.0026030933425887763,1,15.0
9451,1965,Graduation,Married,73538.0,0,1,92,811,76,428,99,137,107,3,10,4,9,7,0,0,0,0,0,0,0,59,1,1658,23,0,4220,36769.0,0.02254586001985341,1,69.08333333333333
9264,1986,Graduation,Married,79529.0,0,0,1,423,42,706,73,197,197,1,4,8,9,2,0,0,0,0,0,0,0,38,0,1638,21,0,3702,79529.0,0.020596001508864578,0,74.45454545454545
3865,1977,2n Cycle,Together,20981.0,0,0,14,2,12,10,6,13,30,1,3,1,2,8,0,0,0,0,0,0,1,47,0,73,6,0,4064,20981.0,0.0034791726241540366,0,10.428571428571429
2853,1980,Graduation,Single,51766.0,1,0,74,60,51,87,6,20,51,2,4,2,4,5,0,0,0,0,0,0,0,44,1,275,10,0,3749,25883.0,0.005312264570092916,1,25.0
1490,1962,Graduation,Married,55759.0,0,1,84,675,0,85,10,7,77,5,10,3,8,8,0,0,0,0,0,0,0,62,1,854,21,0,4217,27879.5,0.015315638450502152,1,38.81818181818182
6310,1978,Graduation,Married,33039.0,1,0,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,0,46,1,78,6,0,3932,16519.5,0.002360774818401937,1,11.142857142857142
10380,1972,Master,Married,37787.0,1,0,50,40,1,40,4,3,18,1,3,0,3,8,0,0,0,0,0,0,0,52,1,106,6,0,3921,18893.5,0.002805123319572351,1,15.142857142857142
3887,1970,Graduation,Single,27242.0,1,0,2,3,17,26,20,1,39,2,2,0,3,9,0,0,0,0,0,0,1,54,1,106,5,0,4234,13621.0,0.0038909077561208386,1,17.666666666666668
4278,1983,PhD,Single,87188.0,0,0,73,910,111,724,49,74,55,1,10,2,6,3,0,0,0,0,0,0,1,41,0,1923,18,0,4030,87188.0,0.022055534528438222,0,101.21052631578948
8643,1971,Graduation,Together,69930.0,0,0,21,252,98,827,219,70,196,1,4,5,12,3,0,0,0,0,0,0,0,53,0,1662,21,0,4038,69930.0,0.02376628390842402,0,75.54545454545455
1998,1976,Graduation,Single,37697.0,1,0,82,34,6,21,11,4,8,1,2,1,3,6,0,0,0,0,0,0,0,48,1,84,6,0,3781,18848.5,0.002228234919624383,1,12.0
10795,1973,PhD,Married,37401.0,1,0,14,19,3,19,3,1,3,2,2,0,3,7,0,0,0,0,0,0,0,51,1,48,5,0,3693,18700.5,0.0012833538313459173,1,8.0
11110,1973,Graduation,Single,3502.0,1,0,56,2,1,1,0,0,1,0,0,0,0,14,0,0,0,0,0,0,0,51,1,5,0,0,4081,1751.0,0.0014273479874393378,1,5.0
2408,1976,Graduation,Married,58597.0,1,1,20,490,0,184,10,28,21,12,7,4,9,7,0,0,0,0,0,0,0,48,2,733,20,0,4225,19532.333333333332,0.01250895935014847,1,34.904761904761905
202,1948,PhD,Widow,82032.0,0,0,54,332,194,377,149,125,57,0,4,6,7,1,0,0,0,0,0,0,0,76,0,1234,17,0,3724,82032.0,0.015042726707544524,0,68.55555555555556
7998,1958,Graduation,Together,28087.0,1,1,77,53,8,17,13,0,21,3,2,2,2,7,0,0,0,0,0,0,0,66,2,112,6,0,4204,9362.333333333334,0.003987467957846767,1,16.0
830,1987,PhD,Single,74004.0,0,0,5,784,48,560,42,176,48,1,4,6,4,3,0,0,1,1,0,0,1,37,0,1658,14,2,3764,74004.0,0.02240389162894399,0,110.53333333333333
3536,1960,Graduation,Together,19740.0,0,1,65,7,11,3,10,4,20,2,1,1,3,5,0,0,0,0,0,0,0,64,1,55,5,0,4101,9870.0,0.0027860797325363457,1,9.166666666666666
6050,1975,2n Cycle,Married,57036.0,0,1,33,1171,43,219,19,14,47,4,6,3,13,9,1,0,0,0,0,0,0,49,1,1513,22,1,4204,28518.0,0.026526640601714675,1,65.78260869565217
125,1958,2n Cycle,Together,53083.0,1,1,65,215,7,33,3,0,13,6,5,1,5,7,0,1,0,0,0,0,0,66,2,271,11,1,4049,17694.333333333332,0.005105116419260041,1,22.583333333333332
3463,1975,PhD,Married,69283.0,0,1,41,674,62,134,0,26,8,4,7,3,13,5,0,0,0,0,0,0,0,49,1,904,23,0,3654,34641.5,0.013047745511229144,1,37.666666666666664
2804,1975,Master,Single,46098.0,1,1,86,57,0,27,0,0,36,4,3,2,2,8,0,0,0,0,0,0,1,49,2,120,7,0,4319,15366.0,0.0026030933425887763,1,15.0
3745,1988,2n Cycle,Married,23331.0,1,0,92,5,36,7,0,10,45,2,3,0,3,8,0,0,0,0,0,0,0,36,1,103,6,0,4302,11665.5,0.004414537973598491,1,14.714285714285714
9771,1988,2n Cycle,Single,23331.0,1,0,97,104,20,101,24,15,5,6,5,1,5,9,0,0,0,0,0,0,0,36,1,269,11,0,4271,11665.5,0.011529230241728099,1,22.416666666666668
451,1989,Graduation,Single,9255.0,1,0,91,9,0,7,2,0,4,1,1,1,2,8,0,0,0,0,0,0,0,35,1,22,4,0,3830,4627.5,0.0023768366464995676,1,4.4
10530,1959,PhD,Widow,67786.0,0,0,0,431,82,441,80,20,102,1,3,6,6,1,0,0,0,0,0,0,1,65,0,1156,15,0,3843,67786.0,0.01705341732190538,0,72.25
1079,1971,PhD,Married,71969.0,0,1,59,1000,0,76,0,0,10,3,3,4,9,8,0,1,0,0,0,0,0,53,1,1086,16,1,4260,35984.5,0.015089620675281367,1,63.88235294117647
8920,1967,Master,Single,59235.0,1,0,4,448,40,469,80,0,91,3,11,2,12,7,0,0,0,0,0,0,0,57,1,1128,25,0,4172,29617.5,0.019042474171112163,1,43.38461538461539
6678,1989,Graduation,Together,31928.0,1,0,5,33,4,24,4,2,5,2,3,0,4,7,0,0,0,0,0,0,0,35,1,72,7,0,3732,15964.0,0.0022550032885464625,1,9.0
3852,1961,Master,Together,74881.0,1,1,48,505,72,270,36,27,54,4,9,2,12,5,0,0,0,0,0,0,0,63,2,964,23,0,4117,24960.333333333332,0.012873587778104217,1,40.166666666666664
528,1978,Graduation,Married,65819.0,0,0,99,267,38,701,149,165,63,1,5,4,10,3,0,0,0,0,0,0,0,46,0,1383,19,0,4216,65819.0,0.021011850501367366,0,69.15
73,1953,PhD,Single,51411.0,1,2,81,14,0,3,0,0,1,1,0,0,3,5,0,0,0,0,0,0,0,71,3,18,3,0,4038,12852.75,0.0003501128141289971,1,4.5
5589,1964,Graduation,Divorced,51983.0,0,1,95,631,0,115,10,7,30,3,9,2,10,7,0,0,0,0,0,0,0,60,1,793,21,0,4306,25991.5,0.015254693751923669,1,36.04545454545455
10212,1986,Master,Together,42386.0,1,0,43,65,4,16,0,4,11,1,3,0,3,8,0,0,0,0,0,0,0,38,1,100,6,0,4171,21193.0,0.002359213909925213,1,14.285714285714286
6365,1987,2n Cycle,Married,30390.0,0,0,5,10,12,12,25,1,20,1,2,0,3,6,0,0,0,0,0,0,0,37,0,80,5,0,3939,30390.0,0.0026323582639597247,0,13.333333333333334
5636,1963,Graduation,Single,30983.0,0,0,50,51,4,50,12,1,49,1,4,0,3,8,0,0,0,0,0,0,1,61,0,167,7,0,4236,30983.0,0.0053898786470436355,0,20.875
591,1957,Graduation,Widow,66033.0,0,1,76,293,35,179,46,59,65,2,8,3,7,7,0,0,0,0,0,0,0,67,1,677,18,0,4164,33016.5,0.010252294272647424,1,35.63157894736842
2217,1975,2n Cycle,Married,37284.0,1,1,46,11,1,2,2,1,6,1,0,0,3,6,0,0,0,0,0,0,0,49,2,23,3,0,4096,12428.0,0.0006168700549818963,1,5.75
2544,1951,Master,Divorced,57530.0,0,1,68,50,1,27,6,7,1,1,1,1,4,1,0,0,0,0,0,0,0,73,1,92,6,0,3899,28765.0,0.0015991378561123568,1,13.142857142857142
7725,1965,2n Cycle,Married,76800.0,0,0,33,173,26,255,35,71,81,1,4,4,7,1,0,0,0,0,0,0,0,59,0,641,15,0,3752,76800.0,0.00834624549159516,0,40.0625
8091,1956,Graduation,Married,63943.0,0,1,50,423,184,368,13,97,21,1,6,4,6,5,0,0,0,0,0,0,0,68,1,1106,16,0,4304,31971.5,0.017296384336294258,1,65.05882352941177
7321,1962,Graduation,Together,76081.0,0,0,85,292,30,415,63,33,200,1,4,5,4,2,0,0,0,1,0,0,0,62,0,1033,13,1,3676,76081.0,0.013577455902841672,0,73.78571428571429
5462,1974,Graduation,Married,67445.0,0,1,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,0,50,1,1174,27,0,4325,33722.5,0.01740651780683806,1,41.92857142857143
7791,1967,Master,Married,37054.0,1,1,89,12,1,6,0,1,5,2,1,0,3,7,0,0,0,0,0,0,0,57,2,25,4,0,3926,12351.333333333334,0.0006746727836999055,1,5.0
955,1962,Master,Together,47175.0,1,1,81,167,2,44,6,2,19,7,4,2,4,8,1,0,0,0,0,0,1,62,2,240,10,1,4248,15725.0,0.005087332541970494,1,21.818181818181817
4037,1976,Graduation,Divorced,31859.0,1,0,77,3,1,3,8,0,5,1,1,0,2,7,0,0,0,0,0,0,0,48,1,20,3,0,4019,15929.5,0.0006277463904582549,1,5.0
6642,1961,Graduation,Divorced,27215.0,2,1,50,30,5,22,8,9,28,4,2,1,4,6,0,0,0,0,0,0,0,63,3,102,7,0,4161,6803.75,0.003747795414462081,1,12.75
2793,1976,PhD,Divorced,70179.0,0,1,10,532,88,168,69,44,133,3,7,3,13,5,0,0,0,0,0,0,0,48,1,1034,23,0,3982,35089.5,0.014733542319749215,1,43.083333333333336
5424,1983,Graduation,Married,39922.0,1,0,30,29,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,0,0,41,1,156,7,0,4139,19961.0,0.0039075219798111365,1,19.5
879,1976,Master,Married,49681.0,0,2,66,411,0,26,0,0,21,6,7,1,7,7,0,0,0,0,0,0,0,48,2,458,15,0,3876,16560.333333333332,0.009218630489915865,1,28.625
9530,1988,Graduation,Married,24645.0,1,0,16,5,3,4,4,1,0,1,1,0,2,8,0,0,0,0,0,0,0,36,1,17,3,0,4244,12322.5,0.0006897671021666802,1,4.25
4828,1954,Graduation,Divorced,79865.0,0,1,12,71,99,278,185,121,38,1,5,10,5,1,0,0,0,0,0,0,0,70,1,792,20,0,3650,39932.5,0.009916610322289835,1,37.714285714285715
10699,1985,Graduation,Married,44322.0,1,0,30,46,0,40,3,0,3,2,3,0,3,8,0,0,0,0,0,0,0,39,1,92,6,0,3652,22161.0,0.0020756717731200505,1,13.142857142857142
1497,1952,Graduation,Single,47958.0,0,1,8,268,11,88,15,3,22,2,6,3,5,5,0,0,0,0,0,0,0,72,1,407,14,0,4165,23979.0,0.008486415479889072,1,27.133333333333333
7476,1964,Master,Single,63972.0,0,1,93,928,63,254,0,12,12,4,5,4,10,4,0,1,0,0,0,0,0,60,1,1269,19,1,4213,31986.0,0.019836493520704046,1,63.45
4390,1954,Graduation,Together,75315.0,0,1,14,459,15,171,142,23,31,2,5,4,12,2,0,0,0,0,0,0,0,70,1,841,21,0,3714,37657.5,0.011166286048117266,1,38.22727272727273
10478,1950,PhD,Married,55517.0,1,1,53,483,0,108,0,6,36,5,11,1,6,9,0,0,0,0,0,0,1,74,2,633,18,0,4279,18505.666666666668,0.011401707554306712,1,33.31578947368421
1081,1957,PhD,Married,75283.0,1,2,26,733,9,180,12,19,66,11,6,3,5,4,0,0,0,0,0,0,0,67,3,1019,14,0,4098,18820.75,0.013535412571064236,1,67.93333333333334
4261,1946,PhD,Single,82800.0,0,0,23,1006,22,115,59,68,45,1,7,6,12,3,0,0,1,1,0,0,1,78,0,1315,25,2,4221,82800.0,0.015881450707117065,0,50.57692307692308
9916,1954,Graduation,Married,38998.0,1,1,92,34,1,14,0,0,5,3,2,0,3,8,0,0,0,0,0,1,0,70,2,54,5,0,4242,12999.333333333334,0.00138465088848432,1,9.0
5350,1991,Master,Single,90638.0,0,0,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,1,33,0,2525,17,1,3775,90638.0,0.027857765421065987,0,140.27777777777777
8135,1986,Master,Married,27161.0,1,0,41,7,4,23,7,0,11,1,1,0,3,7,0,0,0,0,0,0,0,38,1,52,4,0,3883,13580.5,0.0019144392901848171,1,10.4
